"","DailyEst","DailyVar","DailyMethod","vis_count_raw","vis_count_expanded","vis_var_expansion","vis_nperiods1","vis_nperiods2","vis_nperiods3","sonar_count_raw","sonar_count_expanded","sonar_var_expansion","sonar_nperiods1","sonar_nperiods2","sonar_nperiods3","sonar_var_assign_raw","sonar_var_assign_expanded","sonar_var_total","650thresh_count_raw","650thresh_count_expanded","650thresh_var_expansion","interp_count","interp_var","hierinterp","hierinterp_var"
"2024-06-23",0.00727407178652284,0.215456764590928,"Hier Run-timing Mod",0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,0.00727407178652284,0.215456764590928
"2024-06-24",-0.0103862324894908,0.214612618284022,"Hier Run-timing Mod",0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,-0.0103862324894908,0.214612618284022
"2024-06-25",0.00200649847159218,0.198391702332188,"Hier Run-timing Mod",0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,0.00200649847159218,0.198391702332188
"2024-06-26",0,0,"Visual",0,0,0,0,5,8,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA
"2024-06-27",0,0,"Visual",0,0,0,0,7,7,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA
"2024-06-28",0,0,"Visual",0,0,0,8,0,8,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA
"2024-06-29",0,0,"Visual",0,0,0,8,7,0,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA
"2024-06-30",0,0,"Visual",0,0,0,0,6,4,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA
"2024-07-01",0,0,"Visual",0,0,0,8,8,7,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA
"2024-07-02",0,0,"Visual",0,0,0,8,8,7,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA
"2024-07-03",0,0,"Visual",0,0,0,8,4,0,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA
"2024-07-04",0,0,"Running Avg Interpolation",1,NA,NA,0,0,6,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,0,0.0363419540220721,0.258654647071657
"2024-07-05",0,0,"Visual",0,0,0,8,7,0,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA
"2024-07-06",0.0698546247364317,0.323133969586124,"Hier Run-timing Mod",0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,0.0698546247364317,0.323133969586124
"2024-07-07",0.0961428843609341,0.389820864237494,"Hier Run-timing Mod",0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,0.0961428843609341,0.389820864237494
"2024-07-08",0.137119140979427,0.483797035388727,"Hier Run-timing Mod",0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,0.137119140979427,0.483797035388727
"2024-07-09",0.193553339178736,0.625887099602045,"Hier Run-timing Mod",0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,0.193553339178736,0.625887099602045
"2024-07-10",0.25277330368082,0.771366808613505,"Hier Run-timing Mod",0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,0.25277330368082,0.771366808613505
"2024-07-11",0.339050198715304,0.923254305820167,"Hier Run-timing Mod",0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,0.339050198715304,0.923254305820167
"2024-07-12",0.447982275969597,1.38290236800541,"Hier Run-timing Mod",0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,0.447982275969597,1.38290236800541
"2024-07-13",0.591190489521943,2.09085830658541,"Hier Run-timing Mod",0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,0.591190489521943,2.09085830658541
"2024-07-14",0.790327243253462,3.12524718649718,"Hier Run-timing Mod",0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,0.790327243253462,3.12524718649718
"2024-07-15",1.05635787722458,4.67098280595716,"Hier Run-timing Mod",0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,1.05635787722458,4.67098280595716
"2024-07-16",1.42590505353962,4.34986379716508,"Hier Run-timing Mod",0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,1.42590505353962,4.34986379716508
