"","DailyEst","DailyVar","DailyMethod","vis_count_raw","vis_count_expanded","vis_var_expansion","vis_nperiods1","vis_nperiods2","vis_nperiods3","sonar_count_raw","sonar_count_expanded","sonar_var_expansion","sonar_nperiods1","sonar_nperiods2","sonar_nperiods3","sonar_var_assign_raw","sonar_var_assign_expanded","sonar_var_total","650thresh_count_raw","650thresh_count_expanded","650thresh_var_expansion","interp_count","interp_var","hierinterp","hierinterp_var"
"2024-07-17",1.84999259964509,7.02365015751319,"Hier Run-timing Mod",0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,1.84999259964509,7.02365015751319
"2024-07-18",2.44657197106908,8.38758153464188,"Hier Run-timing Mod",0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,2.44657197106908,8.38758153464188
"2024-07-19",3.16104490104953,13.8373026072695,"Hier Run-timing Mod",0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,3.16104490104953,13.8373026072695
"2024-07-20",4.04081383470516,17.3079059779806,"Hier Run-timing Mod",0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,4.04081383470516,17.3079059779806
"2024-07-21",5.19475611233326,18.8155957370291,"Hier Run-timing Mod",0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,5.19475611233326,18.8155957370291
"2024-07-22",6.63150189411838,25.3531865057059,"Hier Run-timing Mod",2,NA,NA,0,0,8,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,6.63150189411838,25.3531865057059
"2024-07-23",15,20.5714285714286,"Visual",5,15,20.5714285714286,6,8,8,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA
"2024-07-24",6,13.7142857142857,"Visual",2,6,13.7142857142857,8,8,8,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA
"2024-07-25",6,10.2857142857143,"Visual",2,6,10.2857142857143,8,8,4,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA
"2024-07-26",13.5,112.178571428571,"Visual",3,13.5,112.178571428571,8,8,0,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA
"2024-07-27",42,85.7142857142857,"Visual",11,42,85.7142857142857,6,8,8,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA
"2024-07-28",22.5,81.3214285714286,"Visual",5,22.5,81.3214285714286,8,8,0,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA
"2024-07-29",25.1304687133588,301.995780875044,"Hier Run-timing Mod",0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,25.1304687133588,301.995780875044
"2024-07-30",27.9815887983766,577.874014273541,"Hier Run-timing Mod",0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,27.9815887983766,577.874014273541
"2024-07-31",30.5906795206696,1002.57028554981,"Hier Run-timing Mod",0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,30.5906795206696,1002.57028554981
"2024-08-01",33.434516053153,1747.63449510032,"Hier Run-timing Mod",0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,33.434516053153,1747.63449510032
"2024-08-02",35.0318855394027,3633.60361237547,"Hier Run-timing Mod",0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,35.0318855394027,3633.60361237547
"2024-08-03",36.0371250019624,6766.41580102893,"Hier Run-timing Mod",0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,36.0371250019624,6766.41580102893
"2024-08-04",36.2987354886249,13134.5266903139,"Hier Run-timing Mod",0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,36.2987354886249,13134.5266903139
"2024-08-05",36.3717507859743,16252.1808507154,"Hier Run-timing Mod",0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,36.3717507859743,16252.1808507154
"2024-08-06",36.2764334170427,44976.8076429094,"Hier Run-timing Mod",0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,36.2764334170427,44976.8076429094
"2024-08-07",35.5993133225116,71810.5621037409,"Hier Run-timing Mod",0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,35.5993133225116,71810.5621037409
"2024-08-08",34.5395455637876,102234.366087329,"Hier Run-timing Mod",0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,34.5395455637876,102234.366087329
"2024-08-09",32.9662651264151,182352.338131674,"Hier Run-timing Mod",0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,32.9662651264151,182352.338131674
"2024-08-10",31.7903471113352,150156.066912494,"Hier Run-timing Mod",0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,31.7903471113352,150156.066912494
"2024-08-11",29.3215871740566,235600.745944109,"Hier Run-timing Mod",0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,29.3215871740566,235600.745944109
"2024-08-12",27.7362989226112,293376.43336344,"Hier Run-timing Mod",0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,27.7362989226112,293376.43336344
"2024-08-13",25.7523175283266,252905.706215463,"Hier Run-timing Mod",0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,25.7523175283266,252905.706215463
"2024-08-14",23.8410569246757,529344.076514709,"Hier Run-timing Mod",0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,23.8410569246757,529344.076514709
"2024-08-15",22.561341878407,702699.134151891,"Hier Run-timing Mod",0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,22.561341878407,702699.134151891
