"","2025-06-23","2025-06-24","2025-06-25","2025-06-26","2025-06-27","2025-06-28","2025-06-29","2025-06-30","2025-07-01","2025-07-02","2025-07-03","2025-07-04","2025-07-05","2025-07-06","2025-07-07","2025-07-08","2025-07-09","2025-07-10","2025-07-11","2025-07-12","2025-07-13","2025-07-14","2025-07-15","2025-07-16","2025-07-17","2025-07-18","2025-07-19","2025-07-20","2025-07-21","2025-07-22","2025-07-23","2025-07-24","2025-07-25","2025-07-26","2025-07-27","2025-07-28","2025-07-29","2025-07-30","2025-07-31","2025-08-01","2025-08-02","2025-08-03","2025-08-04","2025-08-05","2025-08-06","2025-08-07","2025-08-08","2025-08-09","2025-08-10","2025-08-11","2025-08-12","2025-08-13","2025-08-14","2025-08-15"
"2025-06-23",1.40303772952872,0.0214396950816608,-0.0235548259334907,-0.0374456447960688,0.0235361367384137,-0.0111884636309108,0.0190670976495086,0,0,0,0,0,0,0,0,0,0,0,0.127864929883303,0.305575452427823,0.0630791313179031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.732443519223297,6.99768686619787,-0.401594643447379,2.62837952267071,-0.214748643598093,-1.84467127404603,3.83120042743935,-0.944500493265668,0.610057508943667,-1.79295558450319,-2.27883348506793,0,1.25871850233099,-0.096099535223527,-0.224124760422437,-0.609036221865084,-3.03874689741798
"2025-06-24",0.0214396950816608,1.15678432618914,-0.0141481714191617,-0.0262295482721202,-0.0287871960068469,0.0117446309640074,0.00276256425960098,0,0,0,0,0,0,0,0,0,0,0,0.0386463029482245,0.143596969468286,0.188393483787792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.52966641420279,1.61862478471859,-0.296711595986504,1.75969966750613,-1.99766174623041,0.0691356265340937,-2.84175001811756,-1.00868687065896,3.63525721606412,2.8752804251034,0.821324696826162,0,1.36818360488563,-1.17365929227799,1.75977149842214,1.24292191282331,1.1629807452839
"2025-06-25",-0.0235548259334907,-0.0141481714191617,1.20627820644788,-0.0145517967870634,9.86641586494448e-05,0.0140442514473289,-0.0264187369222138,0,0,0,0,0,0,0,0,0,0,0,0.0544048313430058,0.0344851651897379,0.451998363903574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.682494381268065,3.47232869848105,2.50745936463838,2.27532610356624,-0.509868420298477,1.67371452951247,1.54679298819232,0.568825934255713,-3.4627410263404,-2.11195018695022,-1.05374282890259,0,-0.804529959903556,1.41678182733735,-0.526140343606951,1.51859072938085,0.0478798824332274
"2025-06-26",-0.0374456447960688,-0.0262295482721202,-0.0145517967870634,1.14590981875555,0.0307316169679783,-0.0432528933069471,-0.0187069259992857,0,0,0,0,0,0,0,0,0,0,0,0.0535360338566098,0.409710825551021,0.0111148723679891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.694117236050637,-1.40149356124787,0.542188325335662,-3.49636499829867,1.54478567911064,0.918233893507779,-0.943422943956724,0.446519748475419,0.79360087359942,2.64571537101334,1.42290712479664,0,0.129280515429817,2.17780004484968,-0.748004170005253,-0.930994628089662,-0.44667897518818
"2025-06-27",0.0235361367384137,-0.0287871960068469,9.86641586494448e-05,0.0307316169679783,1.10532674620468,0.0110243712954393,0.00807396905185595,0,0,0,0,0,0,0,0,0,0,0,-0.0336128454021149,0.0841534820056808,0.044760016602115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.46226992403122,4.4056888887328,-1.64246050785521,-0.853983805595871,0.713739038512367,0.764565362376106,6.84079882264505,2.94418830502386,2.73382953028947,0.785868779677885,2.11321610370689,0,2.23878471872045,2.72587889793306,3.24938774403291,3.81199683872568,3.87108621496818
"2025-06-28",-0.0111884636309108,0.0117446309640074,0.0140442514473289,-0.0432528933069471,0.0110243712954393,1.19229596634474,0.020056699170638,0,0,0,0,0,0,0,0,0,0,0,-0.0408152918641801,-0.00582669932307202,0.209414662786344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.69049775827856,1.5274647098056,-2.43622693305346,0.726466804849212,-3.45710694081896,1.50727082458635,-1.25608622250975,-2.72525008954576,3.788198060345,-3.82578794843733,-0.438761176502579,0,-0.275541671896547,0.911014507983884,-1.14662269104411,0.939899584868064,2.40166316064971
"2025-06-29",0.0190670976495086,0.00276256425960098,-0.0264187369222138,-0.0187069259992857,0.00807396905185595,0.020056699170638,1.09567791304541,0,0,0,0,0,0,0,0,0,0,0,-0.153012294623801,0.00398876313417423,-0.135209187834567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.79219936978423,-1.14207040703615,-1.19298335927972,-2.94160749949539,0.0318014753288485,-1.73962825135935,-0.518762640550224,0.179162870537555,4.5981169302304,-0.507644461758032,-0.285574300232298,0,-0.499801497656956,-0.13864285111753,-0.926437909926986,0.839737439066175,0.474440406727007
"2025-06-30",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2025-07-01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2025-07-02",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
